VAAccomack                           Chincoteague                                                                                                                                          51  116512Chincoteague                                                                                                             472001004Chincoteague Town                                                247200100402601003           C1                                                                                                                  VA00101VA0010100       45   1                9     4480     4480        0        0518N 82885       4317   37.934673  -75.367805     4317    3970      9.63093023336  3,,
VAAccomack                           Onancock                                                                                                                                              51  159336Onancock                                                                                                                 472001007Onancock Town                                                    247200100702601003           C1                                                                                                                  VA00102VA0010200       45   1               10     1515     1515        0        05 0N111188       1525   37.710578  -75.746307     1525     733      1.05009023417  3,,
VAAccomack                           Onley                                                                                                                                                 51  159384Onley                                                                                                                    472001008Onley Town                                                       247200100802601003           C1                                                                                                                  VA00105VA0010500       45   1               10      505      505        0        05 0N122090        496   37.690352  -75.716759      496     271       .81597423418  3,,
VAAccomack                           Parksley                                                                                                                                              51  160680Parksley                                                                                                                 472001010Parksley Town                                                    247200101002601003           C1                                                                                                                  VA00103VA0010300       45   1               10      849      849        0        05 0N100485        837   37.785078  -75.654222      837     405       .61162323421  3,,
VAAccomack                           Tangier Police Department                                                                                                                             51  177520Tangier                                                                                                                  472001011Tangier Town                                                     247200101102601003           C1                                                                                                                  VA00104                                                                                             604   37.825761  -75.992159      604     270       .24671523440  2,,
VAAccomack                           Accomack                                                                                                                                              51  199001Accomack (County)                                                                                                        471001001Accomack County                                                  147100100102101001           H1                                                                                                                  VA00100VA0010000       45   1               13    32577    32577        0        0518N120486      38305   37.796635  -75.635009    38305   19550    455.244288       3,,
VAAccomack                           State Police: Accomack County                                                                                                                         51  199001Accomack (County)                                                                                                        470000000State of Virginia                                                0                            H1                                                                                                                  VA001SPVA001SP00       45   1               15        0        0        0        05 0N112879              37.796635  -75.635009    38305   19550    455.244288       1,,
VAAlbemarle                          Charlottesville/Albemarle Airport Authority                                                                                                           51  314972Charlottesville-Albemarle Airport                   1540Charlottesville,Virginia                                        474002901Charlottesville-Albemarle Airport Authority                      447400290102001006 1         A3                                                                                                                                                                                                               8888888888                                                       22906  2,
VAAlbemarle                          Scottsville Police Department                                                                                                                         51  370800Scottsville                                         1540Charlottesville,Virginia                                        472002001Scottsville Town                                                 24720020010260100            C1                                                                                                                  VA00202                                                                                                   37.802206  -78.496889      555     300      1.54080924590  2,
VAAlbemarle                          Albemarle                                                                                                                                             51  399003Albemarle (County)                                  1540Charlottesville,Virginia                                        471002002Albemarle County                                                 147100200202101001           H1                                                                                                                  VA00200VA0020000VA0020345   2      153      21        0        0        0        0518N 11185      79236   38.024179  -78.535282    79236   33720    722.606881       3,
VAAlbemarle                          State Police: Albemarle County                                                                                                                        51  399003Albemarle (County)                                  1540Charlottesville,Virginia                                        470000000State of Virginia                                                0                            H1                                                                                                                  VA002SPVA002SP00       45   2      153      21        0        0        0        05 0N112879              38.024179  -78.535282    79236   33720    722.606881       1,
VAAlbemarle                          Albemarle County Police Department                                                                                                                    51  399003Albemarle (County)                                  1540Charlottesville,Virginia                                        471002002Albemarle County                                                 147100200202001002           H1                                                                                                                  VA00203VA0020300       45   2      153      19    90006    90006        0        05 0N 60488      79236   38.024179  -78.535282    79236   33720    722.606881       3,
VAAlleghany                          Clifton Forge                                                                                                                                         51  517440Clifton Forge                                                                                                            472003301Clifton Forge Town                                               247210600102601003           C1                                                         90876Clifton Forge                                       VA10400VA1040000       45   3                9     4726     4726        0        0518N 71082       4289   37.819801  -79.823584     4289    2069      3.09119424422  3,,
VAAlleghany                          Clifton Forge Sheriff Office                                                                                                                          51  517440Clifton Forge                                                                                                            472003301Clifton Forge Town                                               247210600102101001           C1                                                         90876Clifton Forge                                       VA10401                                                                                            4289   37.819801  -79.823584     4289    2069      3.09119424422  2,,
VAAlleghany                          State Police: Clifton Forge                                                                                                                           51  517440Clifton Forge                                                                                                            470000000State of Virginia                                                0                            C1                                                         90876Clifton Forge                                       VA104SPVA104SP00       45                   10        0        0        0        05 0N112879              37.819801  -79.823584     4289    2069      3.09119424422  1,,
VAAlleghany                          Iron Gate                                                                                                                                             51  540024Iron Gate                                                                                                                472003001Iron Gate Town                                                   24720030010260100            C1                                                                                                                  VA00301VA0030100VA0030045   3               10      393      393        0        05 0N 71082              37.798484  -79.791219      404     197       .34512824448  3,,
VAAlleghany                          State Police: Alleghany County                                                                                                                        51  599005Alleghany (County)                                                                                                       470000000State of Virginia                                                0                            H1                                                                                                                  VA003SPVA003SP00       45   3               15        0        0        0        05 0N112879              37.785041  -79.971287    12926    5812    444.626292       1,,
