Date ,Report Type ,Street ,Zip ,Area ,ED ,N#
8/29/2004,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,BALLARD & MOOREHOUSE ROAD ,23690,200,1,248
1/15/2004,CITIZEN REQUESTED ASSISTANCE ,BALLARD STREET ,23690,200,1,248
3/3/2004,"DAMAGE PROPERTY, BUSINESS ",BALLARD STREET ,23690,200,1,248
3/10/2004,DISORDERLY CONDUCT ,BALLARD STREET ,23690,200,1,248
3/10/2004,TRESPASSING ,BALLARD STREET ,23690,200,1,248
5/5/2004,LOST PROPERTY ,BALLARD STREET ,23690,200,1,248
5/13/2004,BOMB THREATS ,BALLARD STREET ,23690,200,1,248
6/7/2004,"LARCENY,FROM MOTOR VEHICLE ",BALLARD STREET ,23690,200,1,248
6/26/2004,"LARCENY,FROM MOTOR VEHICLE ",BALLARD STREET ,23690,200,1,248
6/30/2004,POSSESSION OF MARIJUANA ,BALLARD STREET ,23690,200,1,248
7/20/2004,POSSESSION OF MARIJUANA ,BALLARD STREET ,23690,200,1,248
7/20/2004,UNLAWFUL PURCHASE OR POSSESS ALCOHOLIC BEVERAGE ,BALLARD STREET ,23690,200,1,248
6/4/2004,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,BALLARD STREET & LAFAYETTE STREET ,23690,200,1,248
1/3/2004,CITIZEN REQUESTED ASSISTANCE ,BAPTIST ROAD ,23690,200,3,104
1/29/2004,CITIZEN REQUESTED ASSISTANCE ,BAPTIST ROAD ,23690,200,3,104
3/3/2004,"ASSAULT, SIMPLE ",BAPTIST ROAD ,23690,200,3,104
3/22/2004,RECOVERED VEHICLE-STOLEN OTHER JURISDICTION ,BAPTIST ROAD ,23690,200,3,104
3/26/2004,CITIZEN REQUESTED ASSISTANCE ,BAPTIST ROAD ,23690,200,3,104
4/4/2004,CITIZEN REQUESTED ASSISTANCE ,BAPTIST ROAD ,23690,200,3,104
4/18/2004,GRAND LARCENY ,BAPTIST ROAD ,23690,200,3,104
4/22/2004,CITIZEN REQUESTED ASSISTANCE ,BAPTIST ROAD ,23690,200,3,104
4/22/2004,MAIMING ,BAPTIST ROAD ,23690,200,3,104
5/2/2004,ABUSE AND NEGLECT OF CHILDREN ,BAPTIST ROAD ,23690,200,3,104
7/7/2004,GRAND LARCENY ,BAPTIST ROAD ,23690,200,3,104
7/20/2004,CITIZEN REQUESTED ASSISTANCE ,BAPTIST ROAD ,23690,200,3,104
8/18/2004,"ASSAULT, SIMPLE, DOMESTIC ",BAPTIST ROAD ,23690,200,3,104
12/14/2015,"ASSAULT, SIMPLE ",BAPTIST ROAD ,23690,200,3,104
12/14/2015,"DAMAGE PROPERTY, PRIVATE ",BAPTIST ROAD ,23690,200,3,104
12/14/2015,TRESPASSING ,BAPTIST ROAD ,23690,200,3,104
1/19/2004,RUNAWAY JUVENILE ,BARHAM BLVD ,23690,200,3,166
1/25/2004,"DAMAGE PROPERTY, PRIVATE ",BARHAM BLVD ,23690,200,3,166
2/1/2004,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,BARHAM BLVD ,23690,200,3,166
2/3/2004,CITIZEN REQUESTED ASSISTANCE ,BARHAM BLVD ,23690,200,3,166
2/12/2004,ASSAULT & BATTERY -POLICE OFCR OR FIREFIGHTER ,BARHAM BLVD ,23690,200,3,166
2/12/2004,DRUNK IN PUBLIC ,BARHAM BLVD ,23690,200,3,166
2/19/2004,CITIZEN REQUESTED ASSISTANCE ,BARHAM BLVD ,23690,200,3,166
3/13/2004,OVERDOSE ,BARHAM BLVD ,23690,200,3,166
3/25/2004,"ASSAULT, SIMPLE ",BARHAM BLVD ,23690,200,3,166
4/9/2004,CITIZEN REQUESTED ASSISTANCE ,BARHAM BLVD ,23690,200,3,166
5/24/2004,"ASSAULT, SIMPLE ",BARHAM BLVD ,23690,200,3,166
6/11/2004,"ASSAULT, SIMPLE ",BARHAM BLVD ,23690,200,3,166
7/3/2004,CITIZEN REQUESTED ASSISTANCE ,BARHAM BLVD ,23690,200,3,166
7/3/2004,POSSESSION OF MARIJUANA ,BARHAM BLVD ,23690,200,3,166
7/3/2004,TOBACCO PRODUCTS - POSSESSION OF PRODUCT BY PERSONS UNDERAGE ,BARHAM BLVD ,23690,200,3,166
