Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”
Table: 12,Table: 12,Table: 12,Table: 12,Table: 12
,,,,
Jail Funding in Virginia – SFC/GG,Jail Funding in Virginia – SFC/GG,,,
"December 13, 2005",,,,
,,Appendix D,,
Funding Percent of Total Expenditures by Source – FY2004,Funding Percent of Total Expenditures by Source – FY2004,Funding Percent of Total Expenditures by Source – FY2004,Funding Percent of Total Expenditures by Source – FY2004,Funding Percent of Total Expenditures by Source – FY2004
100.00%,,,,
90.00%,,,,
80.00%,,,,
70.00%,,,,
60.00%,,,,
50.00%,,,,
40.00%,,,,
30.00%,,,,
20.00%,,,,
10.00%,,,,
0.00%,,,,
,Charlotte County Jail,Statewide Average,Fairfax County Jail,
State Funded,Local Funded Operating,Local Funded Debt,Federal Funded,Other Funded
,,11,,
