Arrests by Offense,Accomack,,Albemarle ,,Alleghany ,,Amelia ,,Amherst ,,Appomattox,,Arlington,,Augusta,,Bath,,Bedford,,Bland,,Botetourt,,Brunswick ,,Buchanan ,,Buckingham ,,Campbell ,,Caroline ,,Carroll,,Charles City,,Charlotte,,Chesterfield,,Clarke,,Craig,,Culpeper,,Cumberland,,Dickenson,,Dinwiddie,,Essex,,Fairfax,,Fauquier,,Floyd,,Fluvanna,,Franklin,,Frederick,,Giles,,Gloucester,,Goochland,,Grayson,,Greene,,Greensville,,Halifax,,Hanover,,Henrico,,Henry,,Highland,,Isle of Wight,,James City,,King & Queen,,King George,,King William,,Lancaster,,Lee,,Loudoun,,Louisa,,Lunenburg,,Madison,,Mathews,,Mecklenburg,,Middlesex,,Montgomery,,Nelson,,New Kent,,Northampton,,Northumberland,,Nottoway,,Orange,,Page,,Patrick,,Pittsylvania,,Powhatan,,Prince Edward,,Prince George,,Prince William,,Pulaski,,Rappahannock,,Richmond,,Roanoke,,Rockbridge,,Rockingham,,Russell,,Scott,,Shenandoah,,Smyth,,Southampton,,Spotsylvania,,Stafford,,Surry,,Sussex,,Tazewell,,Warren,,Washington,,Westmoreland,,Wise,,Wythe,,York,,Total County,
,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile
Murder,1,0,3,0,0,0,0,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,9,1,0,0,1,0,0,0,0,0,4,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,2,0,11,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0,1,0,0,0,1,0,3,0,0,0,1,0,1,0,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,1,0,1,0,111,6
Manslaughter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0
Kidnaping,0,0,6,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,6,0,0,0,2,0,0,0,7,0,1,0,9,0,2,0,4,0,0,0,0,0,51,14,1,0,0,0,9,0,0,0,3,0,0,0,1,0,26,0,5,1,0,0,1,0,2,0,8,4,0,0,0,0,0,0,1,0,1,0,0,0,2,0,7,0,9,2,5,0,0,0,2,0,5,1,0,0,3,0,1,1,0,0,2,0,9,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,2,0,0,0,1,0,1,0,2,0,0,0,6,0,2,0,1,0,2,0,46,8,1,0,0,0,1,0,10,1,5,0,2,0,9,0,2,0,0,0,5,1,0,0,3,0,4,3,3,0,0,0,4,0,2,0,5,0,7,1,8,0,3,0,6,1,350,38
"Sex Offenses, Forcible",2,0,8,2,0,0,2,0,3,0,1,0,15,1,6,2,1,0,5,2,1,0,6,2,4,0,4,0,2,0,8,3,3,0,8,1,0,0,2,0,61,30,0,0,0,0,9,3,1,0,7,0,6,0,2,0,23,1,2,1,0,0,2,0,4,1,9,2,2,0,0,0,4,0,1,0,0,0,1,0,6,1,11,6,15,7,10,3,0,0,5,1,5,4,1,0,6,4,2,0,0,1,3,0,23,3,3,0,1,0,1,0,1,0,4,4,1,0,14,0,0,0,3,0,1,1,2,0,6,0,3,0,2,1,3,0,6,2,0,0,3,0,2,6,45,21,7,0,1,0,0,0,14,1,2,0,5,0,5,0,3,0,1,1,15,2,2,0,31,5,19,6,2,0,1,1,6,0,4,0,5,0,6,0,4,2,6,2,7,3,549,139
Robbery,6,0,3,2,0,0,0,0,3,1,0,0,42,13,8,0,0,0,5,0,0,0,0,0,1,0,4,0,1,0,1,0,1,0,2,0,0,0,0,1,75,23,0,0,0,0,6,1,0,0,1,0,5,6,1,0,12,3,4,3,0,0,0,0,8,0,5,0,0,0,3,0,1,0,0,0,0,0,0,0,3,0,16,1,114,29,12,3,0,0,5,0,1,0,0,0,0,0,2,0,0,0,4,0,19,0,0,0,0,0,0,0,0,0,2,1,0,0,8,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,3,76,18,9,0,0,0,0,0,1,0,1,0,1,0,8,0,1,0,0,0,1,0,1,0,4,6,5,1,1,0,1,0,9,2,4,0,4,2,0,0,1,0,2,1,18,1,538,125
Aggravated Assault,15,0,29,1,7,2,3,3,23,1,2,0,67,5,12,0,0,0,27,3,0,0,17,2,18,0,31,0,5,0,21,0,56,3,25,1,1,0,9,1,140,70,18,4,2,0,17,5,10,0,16,0,12,0,11,0,44,4,20,3,0,0,8,0,16,4,16,2,11,1,14,1,28,1,11,0,4,3,0,1,24,0,18,6,263,76,56,11,0,0,16,1,21,3,5,1,6,2,6,0,0,0,4,0,64,8,4,0,2,1,7,1,3,0,40,7,5,0,41,1,5,0,5,0,10,11,12,0,15,0,5,0,7,2,2,2,18,2,4,0,12,0,7,0,167,42,28,6,1,0,15,0,20,3,6,0,9,1,32,2,24,1,7,0,23,1,2,0,37,15,24,9,9,0,8,0,29,2,9,0,43,4,7,1,34,2,13,6,5,4,25,355
Simple Assault/Intimidation,121,1,318,36,47,4,53,11,95,2,16,14,493,93,92,15,0,0,354,39,17,0,77,18,38,6,147,0,113,1,351,6,105,9,230,4,3,0,85,0,1137,1105,39,3,15,0,215,16,50,3,123,0,30,10,49,6,628,28,167,10,23,0,45,4,62,7,238,38,100,2,100,3,2,1,64,10,47,11,0,1,103,6,247,75,1131,320,381,37,0,0,127,21,191,92,11,4,44,14,58,8,23,15,124,0,496,47,83,9,27,5,68,2,33,2,136,39,21,5,345,11,53,1,37,4,114,31,89,10,70,2,38,6,28,2,106,3,301,4,50,0,80,0,73,3,1144,322,189,20,17,0,19,1,302,20,54,13,44,1,264,9,147,2,194,23,265,16,27,0,455,63,380,121,38,5,49,11,154,8,163,6,241,8,84,2,375,23,72,11,136,22,15390,3002
Arson,1,0,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,1,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,5,17,0,0,0,0,3,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,1,1,2,0,0,0,0,1,2,3,55,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,1,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,5,2,2,0,0,0,0,0,1,0,0,0,1,1,2,0,3,0,0,0,7,0,3,0,2,6,1,14,1,0,1,0,0,2,0,0,0,1,0,0,6,0,0,0,2,0,97,115
Extortion/Blackmail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,16,0
