Date,Offense,Street,Subdivison,Zip,E.D.,City,Area
1/7/2002,POSSESSION OF MARIJUANA,BALLARD STREET,248,23690,1,YORKTOWN,200
3/7/2002,POSSESSION OF MARIJUANA,BALLARD STREET,248,23690,1,YORKTOWN,200
4/14/2002,DRIVING UNDER THE INFLUENCE OF,BALLARD STREET,248,23690,1,YORKTOWN,200
6/5/2002,POSSESSION OF MARIJUANA,BALLARD STREET,248,23690,1,YORKTOWN,200
7/4/2002,DRIVING UNDER THE INFLUENCE OF,BALLARD STREET,248,23690,1,YORKTOWN,200
7/16/2002,ESCAPE FROM CUSTODY,BALLARD STREET,248,23690,1,YORKTOWN,200
8/19/2002,THREATS TO BOMB OR DAMAGE BUIL,BALLARD STREET,248,23690,1,YORKTOWN,200
10/4/2002,DRIVING UNDER THE INFLUENCE OF,BALLARD STREET & BACON,248,23690,1,YORKTOWN,200
2/5/2002,PETIT LARCENY,BAPTIST ROAD,104,23690,3,LACKEY,200
2/9/2002,CITIZEN REQUESTED ASSISTANCE,BAPTIST ROAD,104,23690,3,LACKEY,200
2/12/2002,PETIT LARCENY,BAPTIST ROAD,104,23690,3,LACKEY,200
3/20/2002,RECOVERED VEHICLE-STOLEN OTHER,BAPTIST ROAD,104,23690,3,LACKEY,200
3/22/2002,"MANUF, SALE, POSSESSION CONTRO",BAPTIST ROAD,104,23690,3,LACKEY,200
4/19/2002,"ASSAULT, SIMPLE, DOMESTIC",BAPTIST ROAD,104,23690,3,LACKEY,200
6/12/2002,PETIT LARCENY,BAPTIST ROAD,104,23690,3,LACKEY,200
7/13/2002,"DAMAGE PROPERTY, PRIVATE",BAPTIST ROAD,104,23690,3,LACKEY,200
8/3/2002,"ASSAULT, SIMPLE",BAPTIST ROAD,104,23690,3,LACKEY,200
8/9/2002,"BURGLARY, RESIDENTIAL",BAPTIST ROAD,104,23690,3,LACKEY,200
8/18/2002,"ASSAULT, SIMPLE, DOMESTIC",BAPTIST ROAD,104,23690,3,LACKEY,200
9/18/2002,POSSESSION OF MARIJUANA,BAPTIST ROAD,104,23690,3,LACKEY,200
2/1/2002,DRIVING UNDER THE INFLUENCE OF,BAPTIST ROAD & CABOT DR,104,23690,3,LACKEY,200
2/25/2002,"MANUF, SALE, POSS CONTROL SUBS",BAPTIST ROAD & CABOT DR,104,23690,3,LACKEY,200
9/14/2002,CITIZEN REQUESTED ASSISTANCE,BAPTIST ROAD & MAPLE RO,104,23690,3,LACKEY,200
1/30/2002,GRAND LARCENY,BARHAM BLVD,166,23690,3,LACKEY,200
2/22/2002,PETIT LARCENY,BARHAM BLVD,166,23690,3,LACKEY,200
2/23/2002,"ASSAULT, AGGRAVATED, DOMESTIC",BARHAM BLVD,166,23690,3,LACKEY,200
3/11/2002,RUNAWAY JUVENILE,BARHAM BLVD,166,23690,3,LACKEY,200
3/14/2002,"MANUF, SALE, POSS CONTROL SUBS",BARHAM BLVD,166,23690,3,LACKEY,200
3/20/2002,POSSESSION OF MARIJUANA,BARHAM BLVD,166,23690,3,LACKEY,200
3/25/2002,POSSESSION OF MARIJUANA,BARHAM BLVD,166,23690,3,LACKEY,200
4/2/2002,CITIZEN REQUESTED ASSISTANCE,BARHAM BLVD,166,23690,3,LACKEY,200
4/16/2002,CITIZEN REQUESTED ASSISTANCE,BARHAM BLVD,166,23690,3,LACKEY,200
4/28/2002,MAIMING,BARHAM BLVD,166,23690,3,LACKEY,200
5/2/2002,"ASSAULT, SIMPLE, DOMESTIC",BARHAM BLVD,166,23690,3,LACKEY,200
5/11/2002,POSSESSION OF MARIJUANA,BARHAM BLVD,166,23690,3,LACKEY,200
5/12/2002,MOTOR VEHICLE THEFT,BARHAM BLVD,166,23690,3,LACKEY,200
6/7/2002,"MANUF, SALE, POSSESSION CONTRO",BARHAM BLVD,166,23690,3,LACKEY,200
6/16/2002,CITIZEN REQUESTED ASSISTANCE,BARHAM BLVD,166,23690,3,LACKEY,200
7/7/2002,MOTOR VEHICLE THEFT,BARHAM BLVD,166,23690,3,LACKEY,200
7/7/2002,"DAMAGE PROPERTY, PRIVATE",BARHAM BLVD,166,23690,3,LACKEY,200
7/23/2002,"LARCENY,FROM MOTOR VEHICLE",BARHAM BLVD,166,23690,3,LACKEY,200
7/29/2002,"DAMAGE PROPERTY, PRIVATE",BARHAM BLVD,166,23690,3,LACKEY,200
7/30/2002,"ASSAULT, SIMPLE",BARHAM BLVD,166,23690,3,LACKEY,200
8/12/2002,"MANUF, SALE, POSSESSION CONTRO",BARHAM BLVD,166,23690,3,LACKEY,200
8/14/2002,PETIT LARCENY,BARHAM BLVD,166,23690,3,LACKEY,200
8/22/2002,MOTOR VEHICLE THEFT,BARHAM BLVD,166,23690,3,LACKEY,200
8/25/2002,"DAMAGE PROPERTY, PRIVATE",BARHAM BLVD,166,23690,3,LACKEY,200
8/26/2002,"ASSAULT, SIMPLE",BARHAM BLVD,166,23690,3,LACKEY,200
8/26/2002,ABUSE AND NEGLECT OF CHILDREN,BARHAM BLVD,166,23690,3,LACKEY,200
8/27/2002,OPERATE MOTOR VEHICLE -HABITUA,BARHAM BLVD,166,23690,3,LACKEY,200
8/31/2002,MAIMING,BARHAM BLVD,166,23690,3,LACKEY,200
9/15/2002,"ASSAULT, SIMPLE, DOMESTIC",BARHAM BLVD,166,23690,3,LACKEY,200
9/23/2002,"BURGLARY, RESIDENTIAL",BARHAM BLVD,166,23690,3,LACKEY,200
10/9/2002,"ASSAULT, SIMPLE",BARHAM BLVD,166,23690,3,LACKEY,200
10/16/2002,"DAMAGE PROPERTY, PRIVATE",BARHAM BLVD,166,23690,3,LACKEY,200
10/24/2002,DEAD ON ARRIVAL,BARHAM BLVD,166,23690,3,LACKEY,200
10/25/2002,DISORDERLY CONDUCT,BARHAM BLVD,166,23690,3,LACKEY,200
10/29/2002,CITIZEN REQUESTED ASSISTANCE,BARHAM BLVD,166,23690,3,LACKEY,200
10/30/2002,CREDIT CARD FRAUD,BARHAM BLVD,166,23690,3,LACKEY,200
11/14/2002,CITIZEN REQUESTED ASSISTANCE,BARHAM BLVD,166,23690,3,LACKEY,200
11/14/2002,PETIT LARCENY,BARHAM BLVD,166,23690,3,LACKEY,200
1/13/2002,CITIZEN REQUESTED ASSISTANCE,BROWNS LANE,104,23690,3,LACKEY,200
8/17/2002,"DAMAGE PROPERTY, PRIVATE",CABOT DRIVE,225,23690,3,LACKEY,200
9/20/2002,DEAD ON ARRIVAL,CABOT DRIVE,225,23690,3,LACKEY,200
9/24/2002,UNLAWFUL PURCHASE OR POSSESS A,CABOT DRIVE,225,23690,3,LACKEY,200
6/17/2002,DRUNK IN PUBLIC,CABOT LANE & BAPTIST RO,225,23690,3,LACKEY,200
6/8/2002,POSSESSION OF MARIJUANA,CANNON ROAD & COOK ROA,8,23690,3,YORKTOWN,200
11/6/2002,RAPE,CANON ROAD,8,23690,3,YORKTOWN,200
11/4/2002,"DAMAGE PROPERTY, PRIVATE",CHANDLER COURT,104,23690,3,LACKEY,200
11/6/2002,"BURGLARY, RESIDENTIAL",CHANDLER COURT,104,23690,3,LACKEY,200
2/22/2002,"ASSAULT, SIMPLE",CHURCH ROAD,104,23690,3,LACKEY,200
4/9/2002,"ASSAULT, SIMPLE, DOMESTIC",CHURCH ROAD,104,23690,3,LACKEY,200
9/23/2002,"ASSAULT, SIMPLE",CHURCH ROAD,104,23690,3,LACKEY,200
10/7/2002,"ASSAULT, SIMPLE",CHURCH ROAD,104,23690,3,LACKEY,200
11/27/2002,"ASSAULT, SIMPLE, DOMESTIC",CHURCH ROAD,104,23690,3,LACKEY,200
2/14/2002,"DAMAGE PROPERTY, PRIVATE",COOK ROAD,248,23690,1,YORKTOWN,200
7/12/2002,LOST PROPERTY,COOK ROAD,248,23690,1,YORKTOWN,200
7/23/2002,CITIZEN REQUESTED ASSISTANCE,COOK ROAD,248,23690,1,YORKTOWN,200
7/23/2002,"ASSAULT, SIMPLE",COOK ROAD,248,23690,1,YORKTOWN,200
9/16/2002,POSSESSION OF MARIJUANA,COOK ROAD,248,23690,1,YORKTOWN,200
10/12/2002,"LARCENY,FROM MOTOR VEHICLE",COOK ROAD,248,23690,1,YORKTOWN,200
10/26/2002,ARSON,COOK ROAD,248,23690,1,YORKTOWN,200
11/15/2002,DRIVING UNDER THE INFLUENCE OF,COOK ROAD,248,23690,1,YORKTOWN,200
11/19/2002,DRIVING UNDER THE INFLUENCE OF,COOK ROAD,248,23690,1,YORKTOWN,200
11/11/2002,DRIVING UNDER THE INFLUENCE OF,COOK ROAD & BALLARD ST,248,23690,1,YORKTOWN,200
1/5/2002,DRIVING UNDER THE INFLUENCE OF,COOK ROAD & GOOSLEY RO,248,23690,1,YORKTOWN,200
1/5/2002,DRIVING UNDER THE INFLUENCE OF,COOK ROAD & GOOSLEY RO,248,23690,1,YORKTOWN,200
10/27/2002,DRIVING UNDER THE INFLUENCE OF,COOK ROAD & REAR ENTRA,248,23690,1,YORKTOWN,200
7/17/2002,DRIVING UNDER THE INFLUENCE OF,COOK ROAD & SURRENDER,248,23690,1,YORKTOWN,200
1/9/2002,"ASSAULT, AGGRAVATED",COOL COURT,249,23690,3,YORKTOWN,200
3/9/2002,"DAMAGE PROPERTY, PRIVATE",COOL COURT,249,23690,3,YORKTOWN,200
7/26/2002,ABDUCTION & KIDNAPPING,COOL COURT,249,23690,3,YORKTOWN,200
9/24/2002,TRESPASSING,COOL COURT,249,23690,3,YORKTOWN,200
9/25/2002,"ASSAULT, SIMPLE",COOL COURT,249,23690,3,YORKTOWN,200
10/1/2002,PETIT LARCENY,COOL COURT,249,23690,3,YORKTOWN,200
10/5/2002,"DRUGS, PWID COCAINE",COOL COURT,249,23690,3,YORKTOWN,200
7/12/2002,POSSESSION OF MARIJUANA,"COOL/WHITT COURT, DUMP",249,23690,3,YORKTOWN,200
7/12/2002,POSSESSION OF MARIJUANA,CRAWFORD ROAD,104,23690,3,YORKTOWN,200
8/22/2002,ARSON,CRAWFORD ROAD,104,23690,3,YORKTOWN,200
7/20/2002,"MANUF, SALE, POSSESSION CONTRO",CRAWFORD ROAD & MUSE,104,23690,3,YORKTOWN,200
4/23/2002,CITIZEN REQUESTED ASSISTANCE,CRAWFORD ROAD & TOUR R,104,23690,3,YORKTOWN,200
2/20/2002,DRIVING UNDER THE INFLUENCE OF,CRAWFORD ROAD & TOWER,104,23690,3,YORKTOWN,200
1/27/2002,DUMPING TRASH ON HIGHWAY OR PR,CRAWFORD ROAD & TOWER,104,23690,3,YORKTOWN,200
2/17/2002,"DAMAGE PROPERTY, PRIVATE",CRAWFORD ROAD & TOWER,104,23690,3,YORKTOWN,200
4/5/2002,ARSON,CRAWFORD ROAD & TOWER,104,23690,3,YORKTOWN,200
11/28/2002,POSSESSION OF MARIJUANA,CRAWFORD ROAD & TOWER,104,23690,3,YORKTOWN,200
3/24/2002,POSSESSION OF MARIJUANA,"CRAWFORD ROAD, GATE C-",104,23690,3,YORKTOWN,200
6/27/2002,RECOVERED VEHICLE-STOLEN OTHER,"CRAWFORD ROAD, GATE C8",104,23690,3,YORKTOWN,200
3/9/2002,CITIZEN REQUESTED ASSISTANCE,DOGWOOD ROAD,104,23690,3,GRAFTON,200
3/26/2002,"MANUF, SALE, POSSESSION CONTRO",DOGWOOD ROAD & RT. 134,104,23690,3,GRAFTON,200
2/8/2002,"MANUF, SALE, POSSESSION CONTRO",GEORGE WASH MEMORIAL,,23690,,YORKTOWN,100
2/8/2002,"MANUF, SALE, POSSESSION CONTRO",GEORGE WASH MEMORIAL,,23690,,YORKTOWN,100
2/26/2002,"ASSAULT, SIMPLE",GEORGE WASH MEMORIAL,,23690,,YORKTOWN,100
2/26/2002,"ASSAULT, SIMPLE",GEORGE WASH MEMORIAL,,23690,,YORKTOWN,200
3/11/2002,"ASSAULT, SIMPLE",GEORGE WASH MEMORIAL,248,23690,,YORKTOWN,200
3/12/2002,"DAMAGE PROPERTY, PRIVATE",GEORGE WASH MEMORIAL,,23690,,YORKTOWN,100
4/28/2002,"ASSAULT, SIMPLE",GEORGE WASH MEMORIAL,248,23690,,YORKTOWN,200
5/21/2002,PETIT LARCENY,GEORGE WASH MEMORIAL,200,23690,,YORKTOWN,200
6/12/2002,"DRUGS, PWID COCAINE",GEORGE WASH MEMORIAL,,23690,,YORKTOWN,200
6/13/2002,TRESPASSING,GEORGE WASH MEMORIAL,,23690,,YORKTOWN,200
