Name: “Table 1 of 1 on page 56 of 125”,Name: “Table 1 of 1 on page 56 of 125”,Name: “Table 1 of 1 on page 56 of 125”,Name: “Table 1 of 1 on page 56 of 125”,Name: “Table 1 of 1 on page 56 of 125”,Name: “Table 1 of 1 on page 56 of 125”,Name: “Table 1 of 1 on page 56 of 125”,Name: “Table 1 of 1 on page 56 of 125”,Name: “Table 1 of 1 on page 56 of 125”,Name: “Table 1 of 1 on page 56 of 125”
Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56
,,,,,,,,,
,,,,Year of Death,Year of Death,,,,
Locality of Death,1999,2000,2001,2002,2003,2004,2005,2006,Total
Charles City County,1,1,0,1,1,1,0,0,5
Charlotte County,3,0,3,1,0,1,0,3,11
Charlottesville,10,13,16,7,8,13,16,9,92
Chesapeake,18,8,17,12,16,19,10,17,117
Chesterfield County,28,22,25,26,29,27,26,30,213
Clarke County,3,1,0,2,2,1,2,2,13
Colonial Heights,3,1,1,3,1,1,1,1,12
Covington,0,2,0,2,0,1,0,2,7
Craig County,1,0,0,2,3,0,2,0,8
Culpeper County,10,2,5,5,8,7,5,4,46
Cumberland County,2,1,0,1,0,1,1,0,6
Danville,11,12,11,7,10,6,10,8,75
Dickenson County,3,3,4,6,4,3,2,2,27
Dinwiddie County,8,5,2,6,6,3,8,2,40
Emporia,2,0,0,1,1,1,0,3,8
Essex County,1,1,1,4,3,2,0,0,12
Fairfax City,2,1,0,2,0,1,0,0,6
Fairfax County,62,75,64,87,64,72,82,85,591
Falls Church,0,1,0,0,0,1,1,1,4
Fauquier County,5,3,7,6,8,13,9,8,59
Floyd County,1,0,1,2,0,3,1,2,10
Fluvanna County,1,0,3,1,3,1,1,2,12
Franklin City,0,0,0,0,0,0,0,1,1
Franklin County,5,6,9,9,8,9,7,6,59
Frederick County,1,2,0,6,7,10,5,10,41
Fredericksburg,5,6,5,8,11,5,3,7,50
Galax,3,1,2,3,1,1,3,0,14
Giles County,0,5,2,1,3,3,1,2,17
Gloucester County,3,2,3,6,6,8,10,6,44
Goochland County,2,1,2,2,2,1,4,2,16
Grayson County,1,0,0,0,5,5,5,4,20
Greene County,2,3,1,0,2,3,1,4,16
Greensville County,2,6,2,2,2,0,0,2,16
Halifax County,5,6,4,8,3,5,3,8,42
Hampton,12,10,12,10,11,13,10,10,88
Hanover County,4,10,13,6,7,8,9,13,70
Harrisonburg,7,2,3,2,3,1,5,2,25
Henrico County,32,26,37,19,35,21,23,39,232
Henry County,6,8,5,5,4,8,11,12,59
Highland County,1,0,0,1,0,2,1,0,5
Hopewell,4,3,5,3,2,1,2,2,22
Isle of Wight County,2,7,3,4,4,5,1,5,31
James City County,1,3,3,4,3,6,1,4,25
King and Queen County,3,1,1,0,1,1,1,2,10
King George County,4,3,2,2,1,2,1,3,18
King William County,2,1,2,0,1,3,1,1,11
Lancaster County,0,2,0,1,1,0,1,0,5
Lee County,5,4,3,6,5,9,5,5,42
Lexington,1,1,0,0,0,0,1,0,3
Loudoun County,13,6,17,10,17,17,17,20,117
,,"Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007",,,
,,,,Page 50,Page 50,,,,
