Name: “Table 1 of 1 on page 65 of 125”,Name: “Table 1 of 1 on page 65 of 125”,Name: “Table 1 of 1 on page 65 of 125”,Name: “Table 1 of 1 on page 65 of 125”,Name: “Table 1 of 1 on page 65 of 125”,Name: “Table 1 of 1 on page 65 of 125”,Name: “Table 1 of 1 on page 65 of 125”,Name: “Table 1 of 1 on page 65 of 125”,Name: “Table 1 of 1 on page 65 of 125”,Name: “Table 1 of 1 on page 65 of 125”
Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65
,,,,,,,,,
,,,,Year of Death,Year of Death,,,,
Locality of Death,1999,2000,2001,2002,2003,2004,2005,2006,Total
Manassas,2,2,0,1,5,3,2,1,16
Martinsville,6,11,8,3,1,1,3,2,35
Mathews,0,0,0,0,0,0,1,0,1
Mecklenburg,3,2,2,3,1,1,4,0,16
Middlesex,0,0,0,0,0,0,0,1,1
Montgomery,0,1,0,1,1,1,1,4,9
Nelson,0,1,2,0,0,1,1,0,5
New Kent,2,1,0,2,0,0,0,0,5
Newport News,20,23,34,23,29,21,22,21,193
Norfolk,61,61,51,54,59,52,82,48,468
Northampton,1,3,1,0,1,3,1,2,12
Northumberland,0,0,1,0,0,0,1,0,2
Norton,1,1,0,0,0,0,0,0,2
Nottoway,1,1,1,1,0,0,2,0,6
Orange,0,1,1,1,0,1,3,2,9
Page,1,0,0,0,0,0,0,1,2
Patrick,0,1,1,0,0,2,2,0,6
Petersburg,8,9,5,7,7,5,10,10,61
Pittsylvania,0,3,5,7,2,2,3,2,24
Portsmouth,12,16,11,8,11,7,17,14,96
Powhatan,0,1,1,1,0,0,0,0,3
Prince Edward,0,1,3,1,0,1,3,0,9
Prince George,1,1,1,1,1,1,0,0,6
Prince William,11,5,8,4,8,6,10,12,64
Pulaski,2,2,2,1,0,0,0,0,7
Radford,0,1,0,0,0,0,0,0,1
Rappahannock,1,0,0,0,1,0,0,1,3
Richmond City,92,95,83,102,115,108,105,95,795
Richmond,1,0,0,0,0,0,1,0,2
Roanoke City,13,14,18,20,22,13,18,17,135
Roanoke,0,1,0,2,1,1,2,0,7
Rockbridge,0,0,0,0,3,0,1,0,4
Rockingham,1,0,1,1,0,1,0,1,5
Russell,0,4,0,2,1,0,0,2,9
Salem,0,0,1,0,0,0,0,0,1
Scott,0,0,0,1,1,0,0,0,2
Shenandoah,0,1,0,0,3,1,0,0,5
Smyth,0,0,0,3,0,0,6,0,9
Southampton,4,1,1,0,2,2,1,1,12
Spotsylvania,1,1,0,3,4,2,0,4,15
Stafford,0,2,1,1,4,4,2,1,15
Staunton,0,0,1,0,1,0,0,0,2
Suffolk,5,3,6,4,2,5,8,4,37
Surry,1,1,0,1,0,1,1,0,5
Sussex,2,2,3,0,0,2,0,0,9
Tazewell,0,3,1,2,2,1,1,1,11
Virginia Beach,12,7,11,5,23,18,21,18,115
Warren,0,1,0,1,0,1,0,2,5
Washington,2,3,3,2,2,3,2,0,17
Waynesboro,1,2,0,0,0,0,0,0,3
,,"Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007",,,
,,,,Page 59,Page 59,,,,
