Name: “Table 1 of 1 on page 51 of 125”,Name: “Table 1 of 1 on page 51 of 125”,Name: “Table 1 of 1 on page 51 of 125”,Name: “Table 1 of 1 on page 51 of 125”,Name: “Table 1 of 1 on page 51 of 125”,Name: “Table 1 of 1 on page 51 of 125”,Name: “Table 1 of 1 on page 51 of 125”,Name: “Table 1 of 1 on page 51 of 125”
Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51
,,,,,,,
,"Figure 23. Suicide Deaths by Year of Death, 1999-2006","Figure 23. Suicide Deaths by Year of Death, 1999-2006","Figure 23. Suicide Deaths by Year of Death, 1999-2006","Figure 23. Suicide Deaths by Year of Death, 1999-2006","Figure 23. Suicide Deaths by Year of Death, 1999-2006","Figure 23. Suicide Deaths by Year of Death, 1999-2006",
900,,,,,,,11.6
,,,,,,,884
,,,,,,875,
880,,,,,,,
,,,,,,,11.4
860,,,,,,,
,,,,,,,11.2
,,,,,840,,
840,,,,,,,
,,,,,,,11
,,,818,,,,
820,,,,,,,
810,,809,,,,,
,,,,804,,,10.8
800,,,,,,,
,,,,,,,10.6
780,775,,,,,,
,,,,,,,10.4
760,,,,,,,
740,,,,,,,10.2
720,,,,,,,10
1999,2000,2001,2002,2003,2004,2005,2006
,,,Cases,Residential Rate,,,
,"Figure 24. Suicide Deaths by Month of Death, 2006","Figure 24. Suicide Deaths by Month of Death, 2006","Figure 24. Suicide Deaths by Month of Death, 2006","Figure 24. Suicide Deaths by Month of Death, 2006","Figure 24. Suicide Deaths by Month of Death, 2006","Figure 24. Suicide Deaths by Month of Death, 2006",
120,,,,,,,
,,,,99,,,
100,,,,,,,
,,,,,87,,
,80,,,,,,
80,,,,,,,
,,,75,,76,,73
70,,,,,,71,
,,,68,,,,
,,66,,,,,65
60,,,,,,,
54,,,,,,,
40,,,,,,,
20,,,,,,,
0,,,,,,,
,"Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007",
,,,Page 45,Page 45,,,
