Name: “Table 1 of 1 on page 113 of 125”,Name: “Table 1 of 1 on page 113 of 125”,Name: “Table 1 of 1 on page 113 of 125”
Table: 113,Table: 113,Table: 113
,,
Class,Drug/Metabolite,Total
O ther,,
,ACETONE,2
,AMANTADINE,1
,ATROPINE,1
,CHLORODIFLUORIDE,1
,DI AZINON,1
,DIFLUOROETHANE,1
,ETHYLENE GLYCOL,6
,FLUCONAZOLE,1
,ISOBUTANE,1
,LIDOCAINE,6
,METFORMIN,1
,METOCLOPRAMIDE,3
,NORVASC,1
,PHENCYCLIDINE,1
,PROPANE,1
,PROPYLENE GLYCOL,1
,QUININE,1
,STACKER II,1
,TRIMETHOBENZAMIDE,1
,VOLATILE COMPOUND,2
,Othe r Total,34
S edative,,
,BUTABARBITAL,1
,BUTALBITAL,11
,ETOMIDATE,1
,FLURAZEPAM,2
,GAMMA-HYDROXYBUTYRATE,1
,PENTOBARBITAL,1
,PROMETHAZINE,22
,TEMAZEPAM,6
,ZOLPIDEM,11
,ZOPICLONE,2
,Se dative Total,58
S timulant,,
,AM PHETAMINE,5
,BE NZOYL ECGONINE (Cocaine Metabolite),1 93
,CAF FEINE,1
,COCAETHYLENE (Cocaine Metabolite),43
,COCAINE,153
,M ETHAMPHETAMINE,5
,"Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007",
,Page 107,
