Name: “Table 1 of 1 on page 83 of 125”,Name: “Table 1 of 1 on page 83 of 125”,Name: “Table 1 of 1 on page 83 of 125”,Name: “Table 1 of 1 on page 83 of 125”,Name: “Table 1 of 1 on page 83 of 125”,Name: “Table 1 of 1 on page 83 of 125”,Name: “Table 1 of 1 on page 83 of 125”,Name: “Table 1 of 1 on page 83 of 125”
Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83
,,,,,,,
"Figure 48. Suicide Deaths of Children, 17 Years and Younger, by Year of Death, 1999*-","Figure 48. Suicide Deaths of Children, 17 Years and Younger, by Year of Death, 1999*-","Figure 48. Suicide Deaths of Children, 17 Years and Younger, by Year of Death, 1999*-","Figure 48. Suicide Deaths of Children, 17 Years and Younger, by Year of Death, 1999*-","Figure 48. Suicide Deaths of Children, 17 Years and Younger, by Year of Death, 1999*-","Figure 48. Suicide Deaths of Children, 17 Years and Younger, by Year of Death, 1999*-","Figure 48. Suicide Deaths of Children, 17 Years and Younger, by Year of Death, 1999*-","Figure 48. Suicide Deaths of Children, 17 Years and Younger, by Year of Death, 1999*-"
,,,,2006,,,
40,,,,,,,2.5
,,,36,,,,
35,,,,,,,
,,,,,,,2
,29,,,,,,
30,,,,,,,
,,,,,,28,
,,25,,,,,
25,,,,,,,
23,,,,,23,,1.5
,,,,21,,,
20,,,,,,,
,,,,,,,18
,,,,,,,1
15,,,,,,,
10,,,,,,,
,,,,,,,0.5
5,,,,,,,
0,,,,,,,0
1999,2000,2001,2002,2003,2004,2005,2006
,,,Cases,Residential Rate,,,
*The 1999 population data is an estimate from VDH’s Center for Health Statistics’ data. The 15-17 year olds were contained within the age group,*The 1999 population data is an estimate from VDH’s Center for Health Statistics’ data. The 15-17 year olds were contained within the age group,*The 1999 population data is an estimate from VDH’s Center for Health Statistics’ data. The 15-17 year olds were contained within the age group,*The 1999 population data is an estimate from VDH’s Center for Health Statistics’ data. The 15-17 year olds were contained within the age group,*The 1999 population data is an estimate from VDH’s Center for Health Statistics’ data. The 15-17 year olds were contained within the age group,*The 1999 population data is an estimate from VDH’s Center for Health Statistics’ data. The 15-17 year olds were contained within the age group,*The 1999 population data is an estimate from VDH’s Center for Health Statistics’ data. The 15-17 year olds were contained within the age group,*The 1999 population data is an estimate from VDH’s Center for Health Statistics’ data. The 15-17 year olds were contained within the age group
for 15-19 year old; therefore 60 percent of the 15-19 age group was added into the 0-14 year old age groups to estimate the total 1999 children,for 15-19 year old; therefore 60 percent of the 15-19 age group was added into the 0-14 year old age groups to estimate the total 1999 children,for 15-19 year old; therefore 60 percent of the 15-19 age group was added into the 0-14 year old age groups to estimate the total 1999 children,for 15-19 year old; therefore 60 percent of the 15-19 age group was added into the 0-14 year old age groups to estimate the total 1999 children,for 15-19 year old; therefore 60 percent of the 15-19 age group was added into the 0-14 year old age groups to estimate the total 1999 children,for 15-19 year old; therefore 60 percent of the 15-19 age group was added into the 0-14 year old age groups to estimate the total 1999 children,for 15-19 year old; therefore 60 percent of the 15-19 age group was added into the 0-14 year old age groups to estimate the total 1999 children,for 15-19 year old; therefore 60 percent of the 15-19 age group was added into the 0-14 year old age groups to estimate the total 1999 children
population of 0-17 year olds.,,,,,,,
,"Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007",
,,,Page 77,,,,
