Name: “Table 1 of 1 on page 46 of 125”,Name: “Table 1 of 1 on page 46 of 125”,Name: “Table 1 of 1 on page 46 of 125”,Name: “Table 1 of 1 on page 46 of 125”,Name: “Table 1 of 1 on page 46 of 125”,Name: “Table 1 of 1 on page 46 of 125”,Name: “Table 1 of 1 on page 46 of 125”,Name: “Table 1 of 1 on page 46 of 125”,Name: “Table 1 of 1 on page 46 of 125”,Name: “Table 1 of 1 on page 46 of 125”
Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46
,,,,,,,,,
,,,,Year of Death,Year of Death,,,,
Locality of Death,1999,2000,2001,2002,2003,2004,2005,2006,Total
BUENA VISTA,0,0,0,1,0,1,13,0,15
CAMPBELL COUNTY,11,12,7,12,15,10,12,14,93
CAROLINE COUNTY,9,12,8,16,6,12,8,9,80
CARROLL COUNTY,7,9,5,5,8,9,0,12,55
CHARLES CITY COUNTY,2,2,2,6,4,2,0,5,23
CHARLOTTE COUNTY,10,4,5,3,4,4,8,4,42
CHARLOTTESVILLE,74,60,70,71,83,58,72,65,553
CHESAPEAKE,26,24,30,44,38,37,32,40,271
CHESTERFIELD COUNTY,43,43,28,46,50,48,44,34,336
CLARKE COUNTY,1,2,3,2,6,3,7,5,29
COLONIAL HEIGHTS,0,3,1,0,1,1,2,4,12
COVINGTON,3,0,0,0,2,0,0,1,6
CRAIG COUNTY,0,0,0,3,1,0,3,5,12
CULPEPER COUNTY,5,8,12,8,12,15,4,11,75
CUMBERLAND COUNTY,6,4,1,0,2,1,9,1,24
DANVILLE,17,23,22,16,21,25,26,22,172
DICKENSON COUNTY,4,2,7,9,7,10,7,10,56
DINWIDDIE COUNTY,7,10,5,6,8,12,8,9,65
EMPORIA,8,4,4,7,8,12,5,1,49
ESSEX COUNTY,6,5,10,6,8,11,5,5,56
FAIRFAX CITY,3,0,2,2,3,1,2,2,15
FAIRFAX COUNTY,171,201,196,235,232,217,233,227,1712
FALLS CHURCH,0,1,1,0,0,0,0,1,3
FAUQUIER COUNTY,24,11,17,11,21,22,23,22,151
FLOYD COUNTY,5,8,7,6,11,4,2,7,50
FLUVANNA COUNTY,2,4,2,2,11,3,6,7,37
FRANKLIN CITY,0,0,1,0,1,0,2,1,5
FRANKLIN COUNTY,17,9,19,14,16,18,22,20,135
FREDERICK COUNTY,0,2,2,6,15,17,13,22,77
FREDERICKSBURG,20,27,18,26,39,29,33,27,219
GALAX,5,5,8,6,3,2,8,7,44
GILES COUNTY,6,5,6,4,12,6,7,8,54
GLOUCESTER COUNTY,8,7,12,4,11,7,12,14,75
GOOCHLAND COUNTY,3,4,3,2,8,2,4,4,30
GRAYSON COUNTY,6,7,2,3,4,8,6,10,46
GREENE COUNTY,6,3,2,5,3,8,9,4,40
GREENSVILLE COUNTY,3,4,1,2,3,5,5,8,31
HALIFAX COUNTY,22,16,16,18,16,26,16,15,145
HAMPTON,25,17,19,21,33,24,18,27,184
HANOVER COUNTY,20,27,13,16,25,35,24,17,177
HARRISONBURG,14,19,6,11,10,12,14,13,99
HENRICO COUNTY,40,51,50,59,65,64,65,77,471
HENRY COUNTY,7,6,8,8,17,13,2,17,78
HIGHLAND COUNTY,3,2,2,0,0,0,0,0,7
HOPEWELL,7,6,14,5,3,5,5,7,52
ISLE OF WIGHT,8,7,10,4,13,7,5,6,60
JAMES CITY COUNTY,4,7,4,7,11,10,6,12,61
KING & QUEEN COUNTY,2,2,0,3,3,3,4,2,19
KING GEORGE COUNTY,4,1,2,8,5,4,3,5,32
KING WILLIAM COUNTY,2,4,5,14,3,2,4,2,36
,"Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007",,
,,,Page 40,Page 40,,,,,
