Name: “Table 1 of 1 on page 22 of 125”,Name: “Table 1 of 1 on page 22 of 125”,Name: “Table 1 of 1 on page 22 of 125”,Name: “Table 1 of 1 on page 22 of 125”,Name: “Table 1 of 1 on page 22 of 125”,Name: “Table 1 of 1 on page 22 of 125”,Name: “Table 1 of 1 on page 22 of 125”,Name: “Table 1 of 1 on page 22 of 125”
Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22
,,,,,,,
"Table 6. Total Cases by Manner of Death by Age Group by Gender, 2006","Table 6. Total Cases by Manner of Death by Age Group by Gender, 2006","Table 6. Total Cases by Manner of Death by Age Group by Gender, 2006","Table 6. Total Cases by Manner of Death by Age Group by Gender, 2006","Table 6. Total Cases by Manner of Death by Age Group by Gender, 2006","Table 6. Total Cases by Manner of Death by Age Group by Gender, 2006","Table 6. Total Cases by Manner of Death by Age Group by Gender, 2006",
,,,Manner of Death,Manner of Death,Manner of Death,,
Gender,Age,Accident,Homicide,Natural,Suicide,Undetermined,Total
Female,0,11,6,50,0,11,78
,1-4,11,4,1,0,1,17
,5-9,7,1,1,0,0,9
,10-14,12,0,1,0,0,13
,15-19,38,4,4,6,0,52
,20-24,51,16,6,10,0,83
,25-34,60,12,23,29,3,127
,35-44,112,17,83,45,6,263
,45-54,99,13,128,61,7,308
,55-64,73,9,119,33,1,235
,65-74,60,4,88,14,2,168
,75-84,117,3,83,13,2,218
,85-94,73,1,49,2,1,126
,95+,11,1,6,0,0,18
,Unknown,0,0,0,0,1,1
,Subtotal,735,91,642,213,35,1716
Male,0,11,8,52,0,15,86
,1-4,17,5,13,0,1,36
,5-9,11,1,3,0,1,16
,10-14,15,4,3,3,0,25
,15-19,126,38,20,28,2,214
,20-24,174,63,22,68,3,330
,25-34,232,86,85,93,5,501
,35-44,250,60,185,121,7,623
,45-54,322,40,386,152,8,908
,55-64,142,18,321,92,2,575
,65-74,114,8,206,57,2,387
,75-84,135,5,104,40,3,287
,85-94,67,0,52,17,0,136
,95+,2,0,2,0,0,4
,Unknown,0,0,0,0,4,4
,Subtotal,1618,336,1454,671,53,4132
Unknown,0,0,0,1,0,0,1
,Unknown,0,0,0,0,2,2
,Subtotal,0,0,1,0,2,3
Total,,2353,427,2097,884,90,5851
,"Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007",,
,,,Page 16,Page 16,,,
