Name: “Table 1 of 1 on page 17 of 125”,Name: “Table 1 of 1 on page 17 of 125”,Name: “Table 1 of 1 on page 17 of 125”,Name: “Table 1 of 1 on page 17 of 125”,Name: “Table 1 of 1 on page 17 of 125”,Name: “Table 1 of 1 on page 17 of 125”,Name: “Table 1 of 1 on page 17 of 125”,Name: “Table 1 of 1 on page 17 of 125”
Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17
,,,,,,,
,"Figure 2. Total Cases by Month of Death, 2006","Figure 2. Total Cases by Month of Death, 2006","Figure 2. Total Cases by Month of Death, 2006","Figure 2. Total Cases by Month of Death, 2006","Figure 2. Total Cases by Month of Death, 2006",,
560,,,,,,,
,,,,,,,536
540,,,,,,,
,,,,,532,,
520,,,,,,,
,,,,,,511,
,504,,,,,,
500,,,,,,,
,,,,,,491,
,,,,,487,,
481,,,,,,,
480,,,,,,,
,,473,,,,,
,,465,,466,,,
460,456,,,,,,
,,,,,449,,
440,,,,,,,
420,,,,,,,
400,,,,,,,
,,,,,s,,
,,,,,u,,
,,,,,g,,
,,,,,u,,
,,,,,e,,
,,,,,S,,
,"Figure 3. Total Cases by Day of Death, 2006","Figure 3. Total Cases by Day of Death, 2006","Figure 3. Total Cases by Day of Death, 2006","Figure 3. Total Cases by Day of Death, 2006","Figure 3. Total Cases by Day of Death, 2006",,
1000,,,,,,,
,,,,,,,949
887,,,,,,861,
900,,,,,,,
,803,769,814,,768,,
800,,,,,,,
700,,,,,,,
600,,,,,,,
500,,,,,,,
400,,,,,,,
300,,,,,,,
200,,,,,,,
100,,,,,,,
0,,,,,,,
Monday,Tuesday,Wednesday,Thursday,Friday,Friday,Saturday,Sunday
,"Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007",,
,,Page 11,,,,,
