Name: “Table 1 of 1 on page 64 of 125”,Name: “Table 1 of 1 on page 64 of 125”,Name: “Table 1 of 1 on page 64 of 125”,Name: “Table 1 of 1 on page 64 of 125”,Name: “Table 1 of 1 on page 64 of 125”,Name: “Table 1 of 1 on page 64 of 125”,Name: “Table 1 of 1 on page 64 of 125”,Name: “Table 1 of 1 on page 64 of 125”,Name: “Table 1 of 1 on page 64 of 125”,Name: “Table 1 of 1 on page 64 of 125”
Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64
,,,,,,,,,
,,,,Year of Death,Year of Death,,,,
Locality of Death,1999,2000,2001,2002,2003,2004,2005,2006,Total
Charlottesville,6,7,7,5,4,7,6,6,48
Chesapeake,6,9,8,5,4,8,9,6,55
Chesterfield,8,6,6,5,7,8,8,5,53
Clarke,2,0,0,1,1,1,0,0,5
Colonial Heights,1,0,0,0,0,4,0,0,5
Covington,0,0,0,1,0,0,0,0,1
Craig,0,0,0,1,0,0,1,0,2
Culpepper,0,1,3,1,2,0,1,1,9
Cumberland,0,2,0,0,0,0,1,0,3
Danville,9,10,6,8,5,5,8,5,56
Dickenson,0,1,0,2,0,3,3,0,9
Dinwiddie,1,1,2,2,2,3,2,4,17
Emporia,0,2,2,0,0,1,1,1,7
Essex,0,1,3,1,0,1,0,0,6
Fairfax City,0,0,0,1,0,0,0,1,2
Fairfax,26,21,23,19,15,16,34,31,1 85
Falls Church,1,0,0,0,0,0,0,0,1
Fauquier,3,0,3,1,2,0,1,2,12
Floyd,0,1,2,0,0,0,0,0,3
Fluvanna,0,1,0,0,0,0,0,0,1
Franklin,2,2,2,2,3,2,0,2,15
Frederick,0,0,0,2,1,2,0,6,11
Fredericksburg,4,4,3,1,0,2,1,2,17
Galax,4,1,2,0,0,0,0,1,8
Giles,0,0,0,1,0,1,0,1,3
Gloucester,1,2,1,3,2,1,0,0,10
Goochland,0,0,2,0,2,1,0,1,6
Grayson,0,0,2,1,0,1,3,0,7
Greene,0,0,0,0,4,1,1,0,6
Greensville,15,9,3,6,2,4,1,5,45
Halifax,2,4,3,8,4,2,1,1,25
Hampton,14,8,10,7,12,10,10,14,85
Hanover,2,3,1,4,2,3,1,2,18
Harrisonburg,1,4,1,0,0,1,1,4,12
Henrico,12,8,8,7,19,20,12,5,91
Henry,3,2,1,6,2,3,3,4,24
Highland,0,0,0,0,1,1,0,0,2
Hopewell,5,1,1,3,2,1,1,4,18
Isle of Wight,1,1,1,0,0,2,0,1,6
James City,0,1,3,0,0,0,1,0,5
King & Queen,0,0,3,0,2,0,1,0,6
King George,1,1,1,0,0,1,0,0,4
King William,1,0,0,1,1,0,1,0,4
Lancaster,0,0,3,0,0,0,0,2,5
Lee,1,2,2,1,2,2,1,0,11
Loudoun,1,1,6,3,1,2,4,4,22
Louisa,0,3,1,1,1,0,0,0,6
Lunenburg,0,0,0,1,0,0,0,1,2
Lynchburg,6,6,5,12,7,5,7,4,52
Madison,0,0,0,1,0,0,0,0,1
,,"Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007",,,
,,,,Page 58,Page 58,,,,
