Name: “Table 1 of 1 on page 62 of 125”,Name: “Table 1 of 1 on page 62 of 125”,Name: “Table 1 of 1 on page 62 of 125”,Name: “Table 1 of 1 on page 62 of 125”,Name: “Table 1 of 1 on page 62 of 125”,Name: “Table 1 of 1 on page 62 of 125”
Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62
,,,,,
,"Table 17. Homicide Deaths by Locality of Residence, 2006","Table 17. Homicide Deaths by Locality of Residence, 2006","Table 17. Homicide Deaths by Locality of Residence, 2006",,
Locality of Death,Tota l,Rate*,Locality of Death,Tota l,Rate*
Accomack County,5,12.7,Galax,1,15.0
Albemarle County,2,2.2,Giles County,0,0.0
Alexandria,2,1.5,Gloucester County,0,0.0
Alleghany County,0,0.0,Goochland County,1,5.0
Amelia County,0,0.0,Grayson County,0,0.0
Amherst County,0,0.0,Greene County,0,0.0
Appomattox County,0,0.0,Greensville County,4,36.3
Arlington County,4,2.0,Halifax County,0,0.0
Augusta County,2,2.8,Hampton,10,6.9
Bath County,0,0.0,Hanover County,4,4.0
Bedford City,0,0.0,Harrisonburg,2,4.9
Bedford County,1,1.5,Henrico County,14,4.9
Bland County,0,0.0,Henry County,7,12.5
Botetourt County,0,0.0,Highland County,0,0.0
Bristol,2,11.4,Hopewell,4,17.6
Brunswick County,2,11.1,Isle of Wight County,1,2.9
Buchanan County,1,4.1,James City County,0,0.0
Buckingham County,1,6.2,King and Queen County,0,0 .0
Buena Vista,0,0.0,King George County,1,4 .6
Campbell County,4,7.6,King William County,0,0.0
Caroline County,4,15.0,Lancaster County,2,17.4
Carroll County,1,3.4,Lee County,0,0.0
Charles City County,0,0.0,Lexington,0,0.0
Charlotte County,1,8.0,Loudoun County,4,1.5
Ch arlottesville,3,7.4,Louisa County,0,0.0
Chesapeake,11,5.0,Lunenburg County,2,15.1
Chesterfi eld County,12,4.0,Lynchburg,2,3.0
Clarke County,0,0.0,Madison Co unty,0,0 .0
Colonial Heights,1,5.7,Manassas,0,0 .0
Covington,0,0.0,Manassas Park,0,0 .0
Craig County,0,0.0,Martinsville,0,0 .0
Culpeper County,2,4.5,Mathews County,0,0.0
Cumberland Coun ty,0,0.0,Mecklenbur g County,0,0 .0
Danville,5,11.0,Middlesex County,1,9.4
Dickenson Cou nty,0,0.0,Montgomer y County,4,4 .7
Dinwiddie County,4,15.6,Nelson County,0,0 .0
Emporia,0,0.0,Ne w Kent County,0,0.0
Essex County,0,0.0,Newport News,20,11.2
Fairfax City,1,4.5,Norfolk,28,12.2
Fairfax County,24,2.4,Northampto n C ounty,2,14.7
Falls Church,0,0.0,No rthumberlan d County,1,7 .8
Fauquier County,3,4.5,Norton,0,0.0
Floyd County,0,0.0,No ttoway Coun ty,0,0.0
Fluvanna County,0,0.0,Orange County,1,3.2
Franklin City,0,0.0,Pag e County,0,0.0
Franklin County,2,3.9,Patrick County,0,0.0
Fr ederick County,8,11.2,Petersburg,10,30.8
Fredericksburg,0,0.0,Pittsylvania County,3,4.9
,"Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007",,
,,Page 56,Page 56,,
