Name: “Table 1 of 1 on page 87 of 125”,Name: “Table 1 of 1 on page 87 of 125”,Name: “Table 1 of 1 on page 87 of 125”,Name: “Table 1 of 1 on page 87 of 125”,Name: “Table 1 of 1 on page 87 of 125”,Name: “Table 1 of 1 on page 87 of 125”,Name: “Table 1 of 1 on page 87 of 125”,Name: “Table 1 of 1 on page 87 of 125”
Table: 87,Table: 87,Table: 87,Table: 87,Table: 87,Table: 87,Table: 87,Table: 87
,,,,,,,
"Figure 53. Homi cide Deaths of Children, 17 Years and Younger, by Year of Death, 1999*-","Figure 53. Homi cide Deaths of Children, 17 Years and Younger, by Year of Death, 1999*-","Figure 53. Homi cide Deaths of Children, 17 Years and Younger, by Year of Death, 1999*-","Figure 53. Homi cide Deaths of Children, 17 Years and Younger, by Year of Death, 1999*-","Figure 53. Homi cide Deaths of Children, 17 Years and Younger, by Year of Death, 1999*-","Figure 53. Homi cide Deaths of Children, 17 Years and Younger, by Year of Death, 1999*-","Figure 53. Homi cide Deaths of Children, 17 Years and Younger, by Year of Death, 1999*-","Figure 53. Homi cide Deaths of Children, 17 Years and Younger, by Year of Death, 1999*-"
,,,2006,,,,
60,,,,,,,3.5
49,,,,,,49,3
50,,,,,,,
,,,,48,,,
,,,,,,,46
,,,43,,43,,
,,,,,,,2.5
40,39,,,,,,
,,36,,,,,
,,,,,,,2
30,,,,,,,
,,,,,,,1.5
20,,,,,,,
,,,,,,,1
10,,,,,,,
,,,,,,,0.5
0,,,,,,,0
1999,2000,2001,2002,2003,2004,2005,2006
,,,Frequency,Residential Rate,Residential Rate,,
* The 1999 population data is an estimate from VDH’s Center for Health Statistics’ data. The 15-17 year olds were contained within the age group,* The 1999 population data is an estimate from VDH’s Center for Health Statistics’ data. The 15-17 year olds were contained within the age group,* The 1999 population data is an estimate from VDH’s Center for Health Statistics’ data. The 15-17 year olds were contained within the age group,* The 1999 population data is an estimate from VDH’s Center for Health Statistics’ data. The 15-17 year olds were contained within the age group,* The 1999 population data is an estimate from VDH’s Center for Health Statistics’ data. The 15-17 year olds were contained within the age group,* The 1999 population data is an estimate from VDH’s Center for Health Statistics’ data. The 15-17 year olds were contained within the age group,* The 1999 population data is an estimate from VDH’s Center for Health Statistics’ data. The 15-17 year olds were contained within the age group,* The 1999 population data is an estimate from VDH’s Center for Health Statistics’ data. The 15-17 year olds were contained within the age group
f or 15-19 year old; t herefo re 60 percent of the 15-19 age group was added into the 0-14 year old age groups to estimate the total 1999 children,f or 15-19 year old; t herefo re 60 percent of the 15-19 age group was added into the 0-14 year old age groups to estimate the total 1999 children,f or 15-19 year old; t herefo re 60 percent of the 15-19 age group was added into the 0-14 year old age groups to estimate the total 1999 children,f or 15-19 year old; t herefo re 60 percent of the 15-19 age group was added into the 0-14 year old age groups to estimate the total 1999 children,f or 15-19 year old; t herefo re 60 percent of the 15-19 age group was added into the 0-14 year old age groups to estimate the total 1999 children,f or 15-19 year old; t herefo re 60 percent of the 15-19 age group was added into the 0-14 year old age groups to estimate the total 1999 children,f or 15-19 year old; t herefo re 60 percent of the 15-19 age group was added into the 0-14 year old age groups to estimate the total 1999 children,f or 15-19 year old; t herefo re 60 percent of the 15-19 age group was added into the 0-14 year old age groups to estimate the total 1999 children
p opulation of 0-17 year olds.,,,,,,,
,"Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007","Virginia Department of Health, Office of the Chief Medical Examiner ƇNovember 2007",
,,,Page 81,,,,
