Arrests by Offense,Accomack,,Albemarle ,,Alleghany ,,Amelia ,,Amherst ,,Appomattox,,Arlington,,Augusta,,Bath,,Bedford,,Bland,,Botetourt,,Brunswick ,,Buchanan ,,Buckingham ,,Campbell ,,Caroline ,,Carroll,,Charles City,,Charlotte,,Chesterfield,,Clarke,,Craig,,Culpeper,,Cumberland,,Dickenson,,Dinwiddie,,Essex,,Fairfax,,Fauquier,,Floyd,,Fluvanna,,Franklin,,Frederick,,Giles,,Gloucester,,Goochland,,Grayson,,Greene,,Greensville,,Halifax,,Hanover,,Henrico,,Henry,,Highland,,Isle of Wight,,James City,,King & Queen,,King George,,King William,,Lancaster,,Lee,,Loudoun,,Louisa,,Lunenburg,,Madison,,Mathews,,Mecklenburg,,Middlesex,,Montgomery,,Nelson,,New Kent,,Northampton,,Northumberland,,Nottoway,,Orange,,Page,,Patrick,,Pittsylvania,,Powhatan,,Prince Edward,,Prince George,,Prince William,,Pulaski,,Rappahannock,,Richmond,,Roanoke,,Rockbridge,,Rockingham,,Russell,,Scott,,Shenandoah,,Smyth,,Southampton,,Spotsylvania,,Stafford,,Surry,,Sussex,,Tazewell,,Warren,,Washington,,Westmoreland,,Wise,,Wythe,,York,,Total County,
,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile,Adult,Juvenile
Murder,0,0,5,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,1,0,0,0,0,0,6,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,9,4,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,6,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,8,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,1,0,3,0,7,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,109,9
Manslaughter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Kidnaping,0,0,5,0,0,0,1,0,1,0,0,0,13,0,4,0,0,0,5,0,0,0,3,0,1,0,2,0,0,0,13,0,5,0,2,0,0,0,0,0,34,5,0,0,0,0,11,0,0,0,3,0,4,0,0,0,119,2,11,0,0,0,0,0,0,0,5,0,2,0,2,0,1,0,0,0,3,0,1,0,4,0,2,0,11,3,5,0,0,0,1,0,7,0,0,0,0,0,2,0,0,0,0,0,14,1,0,0,0,0,0,0,1,0,5,0,0,0,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,0,10,0,3,0,0,0,1,0,83,7,7,0,0,0,0,0,9,0,0,0,3,0,1,0,11,0,0,0,6,0,1,0,18,1,17,0,0,0,1,0,6,0,1,0,2,0,0,0,8,0,2,0,9,1,511,20
"Sex Offenses, Forcible",2,0,16,1,3,0,1,1,3,0,1,0,29,3,12,1,0,0,5,2,0,0,3,0,0,1,9,0,3,0,11,5,2,4,7,0,0,0,0,0,46,22,0,0,0,0,13,2,0,0,9,0,8,4,0,0,66,26,8,0,0,1,0,0,2,1,15,3,3,0,0,0,3,0,3,0,4,0,0,0,7,0,20,6,13,1,6,2,0,0,9,0,6,3,0,0,3,0,1,0,1,1,1,0,19,6,1,0,11,0,3,1,1,0,2,1,0,0,13,0,0,0,1,1,2,1,2,0,7,1,3,0,0,0,4,1,7,0,6,1,0,0,4,2,72,40,7,3,0,0,0,0,21,4,1,0,14,1,10,0,6,0,8,1,2,1,2,0,27,1,12,5,3,2,1,0,9,0,2,1,12,0,0,0,8,0,5,1,9,4,671,169
Robbery,12,2,12,0,0,0,0,0,0,0,0,0,51,7,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,6,3,1,0,3,0,0,0,0,0,96,51,1,0,0,0,11,10,0,0,0,0,4,1,0,0,124,27,3,0,0,0,0,0,0,0,7,0,2,0,0,0,4,0,2,0,0,0,1,0,5,0,12,2,81,30,19,3,0,0,6,0,6,1,0,0,1,0,0,0,0,0,3,0,9,2,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,5,0,3,0,81,26,3,4,0,0,0,0,6,0,1,0,0,0,0,0,0,0,3,1,5,0,1,0,8,2,19,3,4,0,1,1,1,0,0,0,6,0,0,0,1,0,0,0,6,0,660,176
Aggravated Assault,9,0,21,3,5,0,4,2,10,1,5,1,54,6,22,0,0,0,134,9,2,0,17,2,6,2,16,0,10,0,13,2,22,0,17,0,2,0,6,1,126,51,9,1,0,0,40,4,4,2,13,0,11,3,5,1,224,51,16,1,0,1,9,0,20,4,19,2,5,1,3,1,8,0,12,0,24,2,5,1,20,1,32,5,162,43,49,5,0,0,11,0,21,8,4,1,7,0,11,1,0,0,20,0,62,2,10,0,7,0,1,3,3,0,27,0,2,0,30,2,4,0,6,1,5,0,11,0,9,0,9,0,11,0,16,1,21,1,10,8,10,1,4,0,169,29,44,1,1,0,5,0,45,2,4,0,9,0,10,1,11,0,11,2,19,4,7,0,52,11,73,10,2,1,15,1,21,0,3,0,25,0,4,0,20,0,18,1,15,3,2106,304
Simple Assault/Intimidation,126,2,284,25,57,4,51,2,96,16,12,18,422,39,112,1,1,0,202,23,11,0,89,14,42,9,224,0,105,1,330,5,177,15,192,3,23,1,92,8,1528,1236,20,5,22,0,298,36,60,1,76,0,116,35,57,3,2326,220,222,11,21,0,53,3,90,22,308,77,107,3,84,10,39,0,49,4,80,13,40,0,130,6,327,76,1042,365,362,11,5,0,129,4,182,91,19,0,91,4,83,5,14,1,61,0,513,36,113,7,73,6,89,1,36,0,112,10,34,2,387,20,40,4,76,15,59,2,56,0,89,6,62,4,45,0,92,0,338,10,67,11,41,2,40,3,1727,374,245,16,40,4,36,2,482,60,82,4,64,1,177,1,148,0,166,23,301,7,66,0,467,43,503,73,31,2,41,4,256,19,172,33,250,19,76,1,309,1,57,8,205,70,18952,3332
Arson,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,1,0,0,6,0,0,0,5,12,0,0,0,0,1,2,0,0,0,0,0,0,0,0,6,2,1,3,1,0,0,0,0,1,4,1,1,0,0,0,0,0,1,1,2,1,0,0,1,0,3,0,2,23,3,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,3,0,0,0,4,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,2,0,3,0,0,0,0,2,2,3,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,4,0,0,0,0,5,0,0,0,1,1,90,66
Extortion/Blackmail,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,24,7
